Title,Publication Date,URL,Summary,Author,Section,Tags,Cleaned_Summary
"Kamala Harris Faces a Faster, Uglier Version of the Internet",2024-07-30T16:37:50+0000,https://www.nytimes.com/2024/07/30/technology/kamala-harris-toxic-internet-politics.html,"Politicians have long faced racist and sexist attacks online. But Ms. Harris is being attacked on more platforms, with new technologies and in front of bigger audiences than Barack Obama and Hillary Clinton were.","By Tiffany Hsu, Stuart A. Thompson and Steven Lee Myers",Technology,"Rumors and Misinformation, United States Politics and Government, Presidential Election of 2024, Race and Ethnicity, Minorities, Social Media, Cyberharassment, Black People, Blacks, Conspiracy Theories, Elections, Gender, Harris, Kamala D",politicians long faced racist sexist attacks online harris attacked platforms new technologies front bigger audiences barack obama hillary clinton
Making Peace With the Kamala Harris Nomination,2024-07-25T19:36:39+0000,https://www.nytimes.com/2024/07/25/opinion/kamala-nomination-democrats.html,"A strong politician in some ways, but also deeply flawed. Now, she’s ours.",By David Brooks,Opinion,"Presidential Election of 2024, Presidential Election of 2020, Harris, Kamala D, Biden, Joseph R Jr, Democratic Party",strong politician ways also deeply flawed
Vibes and Polls and Positioning of the Harris Candidacy,2024-08-08T09:07:07+0000,https://www.nytimes.com/2024/08/08/upshot/kamala-harris-polls-vibes.html,Trump campaign staffers may be able to define her if she doesn’t beat them to the punch.,By Nate Cohn,The Upshot,"United States Politics and Government, Presidential Election of 2024, Harris, Kamala D, Democratic Party, Kennedy, Robert F Jr, Walz, Tim, Trump, Donald J",trump campaign staffers may able define beat punch
Undecided Voters React to Harris’s V.P. Pick,2024-08-07T18:03:04+0000,https://www.nytimes.com/2024/08/07/us/walz-harris-undecided-voters.html,We asked how they felt about Gov. Tim Walz of Minnesota as Kamala Harris’s running mate. At least a handful of them are still unsure.,"By Eduardo Medina, Clyde McGrady, Campbell Robertson, Jack Healy and Halina Bennet",U.S.,"Walz, Tim, Harris, Kamala D, Vice Presidents and Vice Presidency (US), Presidential Election of 2024, United States Politics and Government, Democratic Party, Voting and Voters, Polls and Public Opinion",asked felt gov tim walz minnesota kamala harris running mate least handful still unsure
Harris Is Set to Lay Out an Economic Message Light on Detail,2024-08-14T11:58:31+0000,https://www.nytimes.com/2024/08/14/us/politics/kamala-harris-economy-north-carolina.html,The vice president is expected to recalibrate President Biden’s policy themes in a bid to turn the Democratic economic agenda into an asset.,By Jim Tankersley and Andrew Duehren,U.S.,"Presidential Election of 2024, United States Economy, United States Politics and Government, Harris, Kamala D, Democratic Party, Law and Legislation",vice president expected recalibrate president biden policy themes bid turn democratic economic agenda asset
ABC Says Trump and Harris Have Agreed to Debate on Sept. 10,2024-08-08T20:55:13+0000,https://www.nytimes.com/2024/08/08/business/media/trump-harris-abc-debate.html,The ABC anchors David Muir and Linsey Davis will moderate the candidates’ first face-to-face encounter since Kamala Harris entered the race.,By Michael M. Grynbaum,Business Day,"Television, Presidential Election of 2024, United States Politics and Government, Debates (Political), ABC News, Biden, Joseph R Jr, Harris, Kamala D, Muir, David, Trump, Donald J",abc anchors david muir linsey davis moderate candidates first encounter since kamala harris entered race
Harris Officially Secures Democratic Party’s Nomination for President,2024-08-06T06:08:24+0000,https://www.nytimes.com/2024/08/06/us/politics/kamala-harris-president-campaign-2024.html,"The vice president won 99 percent of participating delegates in an unusual, virtual roll call vote that concluded Monday, the party said.",By Nicholas Nehamas,U.S.,"Presidential Election of 2024, United States Politics and Government, Harris, Kamala D, Democratic National Committee",vice president percent participating delegates unusual virtual roll call vote concluded monday party said
House Republicans Pivot Scrutiny From Biden to Harris,2024-08-08T22:52:17+0000,https://www.nytimes.com/2024/08/08/us/politics/harris-house-republicans-investigations.html,"Three months ahead of the election, congressional Republicans are moving to close a strategic gap.",By Luke Broadwater,U.S.,"Politics and Government, Elections, Harris, Kamala D, Biden, Joseph R Jr, Trump, Donald J, Presidential Election of 2024",three months ahead election congressional republicans moving close strategic gap
What the Polls Say About Harris Erasing Trump’s Lead on the Economy,2024-08-13T09:03:14+0000,https://www.nytimes.com/2024/08/13/opinion/harris-trump-biden-polls.html,"On a key issue, voters’ attitudes may be shifting.",By Kristen Soltis Anderson,Opinion,"Trump, Donald J, Harris, Kamala D, Vance, J D, Walz, Tim, Biden, Joseph R Jr, Polls and Public Opinion, Financial Times, New York Times/Siena College Poll, Presidential Election of 2024, United States Economy",key issue voters attitudes may shifting
"Harris Is Leading or Tied With Trump in Most Swing States, New Cook Polls Find",2024-08-14T15:33:30+0000,https://www.nytimes.com/2024/08/14/us/politics/harris-trump-polls.html,The results are a marked change from the same surveys in May that showed former President Donald J. Trump leading by a solid margin or tied in the critical battlegrounds.,By Ruth Igielnik,U.S.,"Presidential Election of 2024, Polls and Public Opinion, New York Times/Siena College Poll, Harris, Kamala D, Trump, Donald J, Biden, Joseph R Jr",results marked change surveys may showed former president donald trump leading solid margin tied critical battlegrounds
Has Kamala Harris Changed? Or Have We?,2024-07-26T09:03:30+0000,https://www.nytimes.com/2024/07/26/opinion/has-kamala-harris-changed-or-have-we.html,Let’s talk about the Democrats’ vibe shift.,"By Ross Douthat, Carlos Lozada and Lydia Polgreen",Opinion,"audio-neutral-informative, Democratic Party, Republican Party, Biden, Joseph R Jr, Harris, Kamala D, Presidential Election of 2024, United States Politics and Government, Trump, Donald J",let talk democrats vibe shift
Kamala Harris Has a Brief Window Before the Attacks Really Begin,2024-07-31T09:04:27+0000,https://www.nytimes.com/2024/07/31/opinion/kamala-harris-campaign.html,Ms. Harris must affirmatively define herself before Mr. Trump and his allies can define her.,By Chris Whipple,Opinion,"Presidential Election of 2024, United States Politics and Government, Vice Presidents and Vice Presidency (US), Democratic Party, Harris, Kamala D, United States",harris must affirmatively define trump allies define
Paying More Attention to His Appearance Than Hers,2024-08-12T16:24:34+0000,https://www.nytimes.com/2024/08/12/style/kamala-harris-tim-walz-age.html,"They’re the same age, but pundits and voters can’t stop talking about how much older Tim Walz looks than Kamala Harris. It’s not the only way her running mate seems to be absorbing some of the scrutiny usually heaped on female candidates.",By Rhonda Garelick,Style,"Presidential Election of 2024, Women and Girls, United States Politics and Government, Harris, Kamala D, Walz, Tim, Clinton, Hillary Rodham, Age, Chronological, Fashion and Apparel",age pundits voters stop talking much older tim walz looks kamala harris way running mate seems absorbing scrutiny usually heaped female candidates
The Kamala Harris Vibe Shift,2024-07-25T23:31:47+0000,https://www.nytimes.com/2024/07/25/us/politics/kamala-harris-biden-poll.html,"For many Democrats, a race that felt like a dispiriting slog suddenly feels light. Even hopeful.",By Jess Bidgood,U.S.,"Politics and Government, Elections, Presidential Election of 2024, Democratic Party, New York Times/Siena College Poll, Harris, Kamala D, Biden, Joseph R Jr",many democrats race felt like dispiriting slog suddenly feels light even hopeful
"‘I Am Speaking Now’: At a Rally in Detroit, Harris Stares Down Her Detractors",2024-08-08T14:57:02+0000,https://www.nytimes.com/2024/08/08/us/politics/harris-rally-gaza-protesters.html,The vice president’s reaction to pro-Palestinian protesters shows how she can turn efforts to rattle her to her own advantage.,By Rebecca Davis O'Brien,U.S.,"United States Politics and Government, Demonstrations, Protests and Riots, Israel-Gaza War (2023- ), Presidential Election of 2024, Harris, Kamala D, Biden, Joseph R Jr, Trump, Donald J",vice president reaction protesters shows turn efforts rattle advantage
Kamala Harris Is Dressing to Be President,2024-07-30T17:50:51+0000,https://www.nytimes.com/2024/07/30/style/kamala-harris-presidential-style.html,"With very little time to prepare for the campaign trail, the vice president is sticking to her suits — a political move of its own.",By Vanessa Friedman,Style,"Presidential Election of 2024, Harris, Kamala D, Fashion and Apparel, Women and Girls, Black People, Blacks, Suits (Apparel), Vice Presidents and Vice Presidency (US), your-feed-fashion",little time prepare campaign trail vice president sticking suits political move
"Harris Fights Uphill Against Trump in Arizona, Backed by a Revived Party",2024-08-09T15:40:39+0000,https://www.nytimes.com/2024/08/09/us/politics/kamala-harris-arizona.html,"The battleground state, where Kamala Harris will rally on Friday, has drifted toward Donald Trump since he lost it in 2020. Democrats hope her momentum could turn their fortunes around there.",By Kellen Browning and Nicholas Nehamas,U.S.,"Harris, Kamala D, Arizona, Democratic Party, Presidential Election of 2024, United States Politics and Government, Trump, Donald J, Immigration and Emigration, Illegal Immigration, Abortion",battleground state kamala harris rally friday drifted toward donald trump since lost democrats hope momentum could turn fortunes around
"Despite Trump’s Claims, Footage Shows Large Crowd at Harris’s Detroit Rally",2024-08-12T22:23:14+0000,https://www.nytimes.com/interactive/2024/08/12/us/elections/trump-harris-detroit-rally.html,Three New York Times reporters who attended the rally confirmed that the crowd numbered in the thousands.,"By Bora Erden, Malika Khurana, Ashley Wu, Kalina Borkiewicz and Kellen Browning",U.S.,"Harris, Kamala D, Trump, Donald J, Presidential Election of 2024, Rumors and Misinformation, Detroit (Mich), Video Recordings, Downloads and Streaming, Artificial Intelligence",three new york times reporters attended rally confirmed crowd numbered thousands
Teamsters’ Black Caucus Endorses Harris While Parent Union Stays Silent,2024-08-14T13:56:14+0000,https://www.nytimes.com/2024/08/14/us/politics/teamsters-black-caucus-harris.html,"The move aligns the caucus with other big organized-labor groups, but the Teamsters president, who spoke at the Republican convention, has indicated he is open to backing Trump.",By Maggie Astor,U.S.,"Presidential Election of 2024, Organized Labor, Endorsements, Black People, Blacks, International Brotherhood of Teamsters, Harris, Kamala D, O'Brien, Sean M, Trump, Donald J",move aligns caucus big groups teamsters president spoke republican convention indicated open backing trump
Harris Used to Worry About Laughing. Now Joy Is Fueling Her Campaign.,2024-08-09T09:04:42+0000,https://www.nytimes.com/2024/08/09/us/politics/kamala-harris-walz-joy.html,"Democrats are smiling again, and so is a vice president who once weighed the political risks of cheerfulness. The high spirits are also providing air cover for scathing attacks on Republicans.",By Katie Rogers,U.S.,"Harris, Kamala D, Walz, Tim, Democratic Party, Presidential Election of 2024, United States Politics and Government, Trump, Donald J",democrats smiling vice president weighed political risks cheerfulness high spirits also providing air cover scathing attacks republicans
